_id,pin,address,billing_city,current_delq_tax,current_delq_pi,prior_years,prior_delq_tax,prior_delq_pi,state_description,neighborhood,council_district,ward,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
1984138,0096A00022000000,2447 STARKAMP ST,"SAINT PAUL, MN",0,0,1,66.22,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01568956843792,40.393577187508086
1984139,0035S00292000000,1817 WOODWARD AVE,"PITTSBURGH, PA",148.67,0,1,148.67,0,Residential,Brookline,4,19,4,19,6,4-26,-80.0167361778621,40.40540388764588
1984140,0097H00065000000,975 BERKSHIRE AVE,"PITTSBURGH, PA",0,0,1,304.23,5.07,Residential,Brookline,4,19,4,19,6,4-26,-80.01771693807602,40.39120287861893
1984141,0097H00070000000,1003 BERKSHIRE AVE,"PITTSBURGH, PA",0,0,1,1292.8,107.73,Residential,Brookline,4,19,4,19,6,4-26,-80.01740354572624,40.390983627425214
1984142,0097G00144000000,844 FORDHAM AVE,"TRAFFORD, PA",0,0,1,1130.72,0,Residential,Brookline,4,19,4,19,6,4-26,-80.02274057099044,40.39077818172646
1984143,0097H00063000000,967 BERKSHIRE AVE,"PITTSBURGH, PA",0,0,1,1424.76,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01780569658182,40.39126691177821
1984144,0096C00109000000,1455 BELLAIRE PL,"LITTLE RIVER, SC",0,0,1,671.33,55.94,Residential,Brookline,4,32,4,32,6,4-26,-80.00641992088742,40.393420747635055
1984145,0062S00119000000,708 GALLION AVE,"PITTSBURGH, PA",0,0,1,168.89,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01942092071955,40.396368147782326
1984146,0096A00301000000,1211 BROOKLINE BLVD,"PITTSBURGH, PA",0,0,1,396.98,0,Residential,Brookline,4,32,4,32,6,4-26,-80.01250014773741,40.392451612569815
1984147,0061B00097000000,702 DUNSTER ST,"PITTSBURGH, PA",350,0,1,134.44,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01180929720478,40.402151378095546
1984148,0061B00071000000,756 DUNSTER ST,"PITTSBURGH, PA",960.63,0,1,960.63,0,Residential,Brookline,4,19,4,19,6,4-26,-80.00987452772969,40.40210282820614
1984149,0097G00177000000,819 NORWICH AVE,"BRAY, OK",832.93,0,1,832.93,0,Residential,Brookline,4,19,4,19,6,4-26,-80.02377434713154,40.39101891499666
1984150,0096D00092000000,1601 GREENCREST DR,"PITTSBURGH, PA",862.26,0,1,30.35,11.63,Residential,Brookline,4,32,4,32,6,4-25,-80.00246461757814,40.39280269663787
1984151,0096E00295000000,1118 CHELTON AVE,"PITTSBURGH, PA",1050.94,0,1,1104.09,92,Residential,Brookline,4,19,4,19,6,4-26,-80.01547408523027,40.39009574421593
1984152,0061H00072000000,BALLINGER ST,"PITTSBURGH, PA",0,0,1,228.72,64.8,Residential,Brookline,4,32,4,32,6,4-25,-80.00250883019046,40.39944898417124
1984153,0034E00109000000,1501 WEST LIBERTY AVE,"CARNEGIE, PA",3688.12,0,1,3688.12,0,Commercial,Brookline,2,19,4,19,6,4-26,-80.0147564214354,40.41025160194263
1984154,0096B00026000000,173 ROSWIN DR,"IRVING, TX",0,0,1,346.3,98.12,Residential,Brookline,4,32,4,32,6,4-26,-80.01002008804802,40.39421818642177
1984155,0139F00067000000,179 AIDAN CT,"CRANBERRY TWP, PA",0,0,1,28.3,0,Residential,Brookline,4,32,4,32,6,4-25,-80.01100707306962,40.38155995807973
1984156,0061S00079000000,1745 HALLOWELL ST,"PITTSBURGH, PA",0,0,1,148.86,71.96,Residential,Brookline,4,32,4,32,6,4-25,-80.00120569071939,40.39650274927333
1984157,0062L00106000000,2438 PIONEER AVE,"PITTSBURGH, PA",0,0,1,2159.98,0,Residential,Brookline,4,19,4,19,6,4-26,-80.02241134989579,40.39857224754597
1984158,0096B00176000000,1228 BELLAIRE PL,"FRANKFORT, KY",0,0,1,1421.89,118.48,Residential,Brookline,4,32,4,32,6,4-26,-80.01156290690793,40.39282415167706
1984159,0097C00264000000,809 BERKSHIRE AVE,"POMONA, CA",0,0,1,1085.48,0,Residential,Brookline,4,19,4,19,6,4-26,-80.02030567673229,40.39310403284038
1984160,0096C00180000000,1441 BROOKLINE BLVD,"IRVING, TX",0,0,1,713.32,0,Residential,Brookline,4,32,4,32,6,4-26,-80.00713493704998,40.39264718476264
1984161,0062M00051000000,2346 BEAUFORT AVE,"PITTSBURGH, PA",1430.25,0,1,1483.4,123.61,Residential,Brookline,4,19,4,19,6,4-26,-80.02010485384493,40.39921312363683
1984162,0061N00273000000,2412 LYNNBROOK AVE,"PITTSBURGH, PA",0,0,1,184.88,52.38,Residential,Brookline,4,19,4,19,6,4-26,-80.01372967902627,40.39488529022002
1984163,0034J00070000000,1696 PIONEER AVE,"PITTSBURGH, PA",799.35,0,1,606.93,171.95,Residential,Brookline,4,19,4,19,6,4-26,-80.01541810800512,40.40732925704079
1984164,0096G00190000000,1512 BROOKLINE BLVD,"CONSHOHOCKEN, PA",0,0,1,377.44,106.93,Residential,Brookline,4,32,4,32,6,4-25,-80.0052393571796,40.39195814787263
1984165,0061N00110000000,2220 STARKAMP ST,"PITTSBURGH, PA",0,0,1,388.44,0,Residential,Brookline,4,19,4,19,6,4-26,-80.0157540897462,40.39465492361259
1984166,0096A00169000A00,1138 BELLAIRE AVE,"PITTSBURGH, PA",0,0,1,1193.18,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01351806694379,40.39281800369687
1984167,0096R00310000000,1701 EBEN ST,"PITTSBURGH, PA",0,0,1,608.13,0,Residential,Brookline,4,32,4,32,6,4-25,-80.0073691503389,40.38635919334461
1984168,0097B00214000300,555 CLEMESHA AVE,"O'FALLON, MO",0,0,1,556.79,4.64,Residential,Brookline,4,19,4,19,6,4-26,-80.02581133220485,40.3926998535102
1984169,0061A00199000000,601 DUNSTER ST,"PITTSBURGH, PA",0,0,1,680.36,5.67,Residential,Brookline,4,19,4,19,6,4-26,-80.01436076908271,40.402604362061375
1984170,8000T00196000000,1800 WHITED ST UNIT 51,"SEWICKLEY, PA",0,0,1,36.22,3.02,Residential,Brookline,4,32,4,32,6,4-25,-79.99863504819919,40.39573852398144
1984171,0096E00181000000,1129 CREEDMOOR AVE,"IRVING, TX",1296.83,0,1,1349.92,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01422486689046,40.390864632797275
1984172,0096B00197000000,1311 BROOKLINE BLVD,"PITTSBURGH, PA",624.03,0,1,677.12,0,Residential,Brookline,4,32,4,32,6,4-26,-80.0102447570573,40.39253207959309
1984173,0096G00226000000,1558 BROOKLINE BLVD,"BENTLEYVILLE, PA",0,0,1,621.52,51.79,Residential,Brookline,4,32,4,32,6,4-25,-80.00369992841115,40.39101960911736
1984174,0096P00154000000,1655 CREEDMOOR AVE,"COLUMBUS, OH",0,0,1,512.51,42.71,Residential,Brookline,4,19,4,19,6,4-25,-80.00980147265409,40.386894081768666
1984175,0034G00019000000,414 CADET AVE,"DETROIT, MI",0,0,1,888.22,74.01,Residential,Brookline,4,19,4,19,6,4-26,-80.00729472270889,40.40934601882599
1984176,0062P00061D00300,2803 FITZHUGH WAY,"BALTIMORE, MD",834.83,0,1,16.7,1.4,Residential,Brookline,4,19,4,19,6,4-26,-80.02668364048695,40.39641086729514
1984177,0062H00100000000,339 FERNHILL AVE,"MCKINNEY, TX",1974.63,0,1,1061.91,88.49,Residential,Brookline,4,19,4,19,6,4-26,-80.01662170083193,40.40124443943464
1984178,0034L00072000000,473 LEAVITT ST,"IRVING, TX",0,0,1,335.54,95.07,Residential,Brookline,4,19,4,19,6,4-26,-80.00663832263437,40.407614417114935
1984179,0062L00334000000,GALLION AVE,"PITTSBURGH, PA",223.01,0,1,223.01,0,Residential,Brookline,4,19,4,19,6,4-26,-80.02035287668288,40.397696417845054
1984180,0062D00284000000,2063 PLAINVIEW AVE,"PITTSBURGH, PA",1191.26,0,1,31.25,11.98,Residential,Brookline,4,19,4,19,6,4-26,-80.01823550142282,40.401743786417995
1984181,8000T00192000000,1800 WHITED ST UNIT 17,"SEWICKLEY, PA",0,0,1,59.41,81.54,Residential,Brookline,4,32,4,32,6,4-25,-79.99880443300287,40.395117009333
1984182,0061J00032000000,660 ELMBANK ST,"PITTSBURGH, PA",0,0,1,480.01,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01514350315982,40.39790949823608
1984183,0062H00210000000,2103 PIONEER AVE,"CRANBERRY TWP, PA",0,0,1,277.69,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01920952834105,40.40077820583851
1984184,0034N00078000000,1901 PIONEER AVE,"PITTSBURGH, PA",0,0,1,1021.93,85.16,Residential,Brookline,4,19,4,19,6,4-26,-80.01501447399558,40.40414281544759
1984185,0062S00068000000,814 ROSSMORE AVE,"PITTSBURGH, PA",0,0,1,721.6,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01819361047168,40.39443411285784
1984186,0061C00088000000,880 DUNSTER ST,"PITTSBURGH, PA",2020.36,0,1,673.44,0,Residential,Brookline,4,19,4,19,6,4-26,-80.00625624791607,40.40204761303745
1984187,0061H00106000000,2011 ZIMMERMAN ST,"PITTSBURGH, PA",1716.15,0,1,929.46,77.46,Residential,Brookline,4,32,4,32,6,4-25,-80.0017163359554,40.39998204324028
1984188,0096C00055000000,1545 BELLAIRE PL,"PITTSBURGH, PA",951.7,0,1,456.9,7.61,Residential,Brookline,4,32,4,32,6,4-25,-80.00421545473861,40.39367604391481
1984189,0062C00252000000,2107 WOODWARD AVE,"ERIE, PA",0,0,1,947.1,15.78,Residential,Brookline,4,19,4,19,6,4-26,-80.02059079561906,40.401722564336914
1984190,0096E00223000000,1138 CREEDMOOR AVE,"PITTSBURGH, PA",1156.95,0,1,1156.95,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01429592453563,40.39033291966389
1984191,0139B00004000000,1629 ROCKFORD AVE,"PITTSBURGH, PA",0,0,1,367.26,0,Residential,Brookline,4,19,4,19,6,4-25,-80.01159833185491,40.38466983234339
1984192,0096D00128000000,1589 BELLAIRE PL,"PITTSBURGH, PA",0,0,1,24.44,11.81,Residential,Brookline,4,32,4,32,6,4-25,-80.00260351632198,40.39371574034568
1984193,0062K00231000000,2531 WEST LIBERTY AVE,"PITTSBURGH, PA",0,0,1,1017.83,0,Commercial,Brookline,4,19,4,19,6,4-26,-80.02576931912652,40.398262292990175
1984194,0034E00316000000,647 NORTHCREST DR,"BETHEL PARK, PA",0,0,1,379.55,0,Residential,Brookline,4,19,4,19,6,4-26,-80.0124508623474,40.409402951691774
1984195,0096C00102000000,1439 BELLAIRE PL,"AUSTIN, TX",1414.27,0,1,1414.27,0,Residential,Brookline,4,32,4,32,6,4-26,-80.00728073796586,40.39338972253955
1984196,0062R00171000000,703 BROOKLINE BLVD,"LONG BRANCH, NJ",0,0,1,1097.78,0,Residential,Brookline,4,19,4,19,6,4-26,-80.02115467118291,40.39495706066673
1984197,0096K00217000000,1605 CREEDMOOR AVE,"NEW KENSINGTON, PA",3371.73,0,1,926.49,0,Residential,Brookline,4,19,4,19,6,4-25,-80.01048114904242,40.388137085237766
1984198,0097C00206000000,724 BERKSHIRE AVE,"PITTSBURGH, PA",0,0,1,484.11,0,Residential,Brookline,4,19,4,19,6,4-26,-80.02177332150121,40.393506835965965
1984199,0096E00293000000,1124 CHELTON AVE,"PITTSBURGH, PA",1108.12,0,1,1161.21,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01531292359046,40.389978644647016
1984200,0061M00304000000,2036 MOREDALE ST,"PITTSBURGH, PA",0,0,1,191.67,0,Residential,Brookline,4,32,4,32,6,4-25,-80.00234003022909,40.39749512158727
1984201,0062D00164000000,2071 WOODWARD AVE,"IRVING, TX",1179.83,0,1,1179.83,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01943808882781,40.40215738667823
1984202,0096J00166000000,1201 BERKSHIRE AVE,"IRVING, TX",0,0,1,37.6,14.41,Residential,Brookline,4,19,4,19,6,4-26,-80.015149750955,40.38935665451178
1984203,0062P00061C00200,2805 FITZHUGH WAY,"BALTIMORE, MD",846.28,0,1,16.92,1.42,Residential,Brookline,4,19,4,19,6,4-26,-80.02686969181003,40.3963090405247
1984204,0062R00246000000,2508 WEDGEMERE ST,"PITTSBURGH, PA",1360.89,0,1,1360.89,0,Residential,Brookline,4,19,4,19,6,4-26,-80.02142453012927,40.39658550135357
1984205,0097F00153000000,613 DORCHESTER AVE,"PRINCE FREDERI, MD",0,0,1,701.27,58.44,Residential,Brookline,4,19,4,19,6,4-26,-80.02721860421188,40.391516269038576
1984206,0097C00099000A00,734 WOODBOURNE AVE,"PITTSBURGH, PA",0,0,1,329.94,13.75,Residential,Brookline,4,19,4,19,6,4-26,-80.02233043773542,40.39275833015856
1984207,0062K00245000000,2451 WEST LIBERTY AVE,"PITTSBURGH, PA",0,0,1,925.06,77.08,Residential,Brookline,4,19,4,19,6,4-26,-80.02484171196329,40.39896104333803
1984208,0061L00072000000,1633 FIAT ST,"SPOKANE, WA",0,0,1,2111.84,0,Residential,Brookline,4,32,4,32,6,4-25,-80.00552984487852,40.398301093252286
1984209,0062D00165000000,2073 WOODWARD AVE,"CANONSBURG, PA",0,0,1,641.65,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01952708828374,40.40212262415864
1984210,0061E00069000000,625 FERNHILL AVE,"PITTSBURGH, PA",0,0,1,831.28,0,Residential,Brookline,4,19,4,19,6,4-26,-80.0136466175367,40.401160295320366
1984211,0096N00162000000,1419 WOODBOURNE AVE,"PITTSBURGH, PA",1293.01,0,1,448.7,0,Residential,Brookline,4,19,4,19,6,4-25,-80.0133831487538,40.38690940131901
1984212,0096E00196000000,1225 CREEDMOOR AVE,"PITTSBURGH, PA",0,0,1,1174.66,0,Residential,Brookline,4,19,4,19,6,4-26,-80.0131094746305,40.39005256238495
1984213,0097C00219000000,700 BERKSHIRE AVE,"GREENVILLE, SC",0,0,1,3085.83,0,Residential,Brookline,4,19,4,19,6,4-26,-80.02240803857022,40.39396812818558
1984214,0096P00122000000,1704 CREEDMOOR AVE,"FRANKFORT, KY",0,0,1,651.24,48.84,Residential,Brookline,4,19,4,19,6,4-25,-80.01026352966412,40.38521369045433
1984215,0096A00162000000,1116 BELLAIRE AVE,"PITTSBURGH, PA",1435.23,0,1,1435.23,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01430578419796,40.39279058048384
1984216,0096A00090000000,1036 BELLAIRE AVE,"PITTSBURGH, PA",0,0,1,1167.86,564.44,Residential,Brookline,4,19,4,19,6,4-26,-80.01597538286035,40.39243646048585
1984217,0096E00303000000,1042 CHELTON AVE,"PITTSBURGH, PA",1052.86,0,1,483.08,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01609479772918,40.39054265328266
1984218,0096A00315000000,1218 BELLAIRE PL,"PITTSBURGH, PA",0,0,1,137.65,0,Residential,Brookline,4,32,4,32,6,4-26,-80.01209074529595,40.3927945085042
1984219,0097B00007000000,2929 PIONEER AVE,"PITTSBURGH, PA",857.72,0,1,857.72,0,Residential,Brookline,4,19,4,19,6,4-26,-80.0284037107172,40.39421578527154
1984220,0061J00044000000,690 ELMBANK ST,"PITTSBURGH, PA",30.64,0,1,5.46,6.42,Residential,Brookline,4,19,4,19,6,4-26,-80.01398342360912,40.39780848521433
1984221,0061J00102000000,639 HARTRANFT ST,"IRVING, TX",843.2,0,1,896.29,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01406225990982,40.39896548600593
1984222,0096J00363000000,1210 WOODBOURNE AVE,"PITTSBURGH, PA",300,0,1,136.09,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01607231760573,40.38823497747197
1984223,0139F00141000000,106 AIDAN CT,"PITTSBURGH, PA",0,0,1,531.25,190.35,Residential,Brookline,4,32,4,32,6,4-25,-80.01191210435667,40.381797457077376
1984224,0097G00094000000,857 FORDHAM AVE,"PITTSBURGH, PA",953.02,0,1,953.02,0,Residential,Brookline,4,19,4,19,6,4-26,-80.02202320438465,40.390865353516446
1984225,0097C00266000000,750 BROOKLINE BLVD,"PITTSBURGH, PA",3730.06,0,1,971.09,857.76,Commercial,Brookline,4,19,4,19,6,4-26,-80.02035687439894,40.393634142770686
1984226,0062K00294000000,2526 PLAINVIEW AVE,"PITTSBURGH, PA",429.59,0,1,147.9,0,Residential,Brookline,4,19,4,19,6,4-26,-80.02496468554581,40.397760040152285
1984227,0062R00163000000,617 BROOKLINE BLVD,"IRVING, TX",1360.88,0,1,1360.88,0,Residential,Brookline,4,19,4,19,6,4-26,-80.02169915256405,40.39535559661976
1984228,0097C00023000000,722 BAYRIDGE AVE,"PITTSBURGH, PA",1876.25,0,1,925.94,77.16,Residential,Brookline,4,19,4,19,6,4-26,-80.0234090416745,40.39236965511154
1984229,0096N00200000000,1534 WOODBOURNE AVE,"PITTSBURGH, PA",0,0,1,11.97,1,Residential,Brookline,4,19,4,19,6,4-25,-80.01267733948684,40.38585251540297
1984230,0097C00268000000,744 BROOKLINE BLVD,"PITTSBURGH, PA",0,0,1,1055.75,0,Commercial,Brookline,4,19,4,19,6,4-26,-80.02051911773331,40.393748339414216
1984231,0034N00080000000,1841 PIONEER AVE,"PITTSBURGH, PA",0,0,1,45.99,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01497319937751,40.404365231997886
1984232,0139F00113000000,134 AIDAN CT,"FRANKFORT, KY",0,0,1,233.47,83.94,Residential,Brookline,4,32,4,32,6,4-25,-80.01174896913467,40.38113438613776
1984233,0097L00048000000,955 NORWICH AVE,"BRUNSWICK, MD",0,0,1,268.89,0,Residential,Brookline,4,19,4,19,6,4-26,-80.02107210954412,40.38906573492418
1984234,0061S00050000000,2084 WHITED ST,"PITTSBURGH, PA",0,0,1,1869.8,529.76,Residential,Brookline,4,32,4,32,6,4-25,-80.0025258103624,40.3963498173844
1984235,0062D00318000000,1939 PLAINVIEW AVE,"PITTSBURGH, PA",1315.14,0,1,612.06,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01634316255729,40.40331278858262
1984236,0096R00304000000,1651 EBEN ST,"PITTSBURGH, PA",483.2,0,1,13.56,0,Residential,Brookline,4,32,4,32,6,4-25,-80.00765598841248,40.386766754949214
1984237,0062P00061D00200,2807 FITZHUGH WAY,"BALTIMORE, MD",832.93,0,1,16.66,1.4,Residential,Brookline,4,19,4,19,6,4-26,-80.02680667275156,40.39634199040805
1984238,0062D00223000000,1934 PLAINVIEW AVE,"PITTSBURGH, PA",100,0,1,53.24,4.44,Residential,Brookline,4,19,4,19,6,4-26,-80.01678583129937,40.40350498369433
1984239,0062H00304000000,529 BEAUFORT AVE,"PITTSBURGH, PA",1581.98,0,1,1581.98,0,Residential,Brookline,4,19,4,19,6,4-26,-80.01697426594589,40.399888616063286
1984240,0096B00137000000,1425 BELLAIRE PL,"PITTSBURGH, PA",0,0,1,719.56,59.96,Residential,Brookline,4,32,4,32,6,4-26,-80.00802654617678,40.39336149865216
1984241,0022M00037000000,1521 BRIGHTON PL,"PITTSBURGH, PA",0,0,1,2496.41,41.61,Residential,California-Kirkbride,1,25,1,25,1,1-21,-80.0171931367022,40.45720906358604
1984242,0022C00148000000,1918 B ST,"NEW YORK, NY",0,0,1,153.76,0,Residential,California-Kirkbride,6,25,1,25,1,1-9,-80.02040822784372,40.46036788102358
1984243,0045P00015000000,1121 SUCCESS ST,"PITTSBURGH, PA",171.38,0,1,224.47,0,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02470763280625,40.46264749744808
1984244,0022C00054000000,1102 SUNDAY ST,"IRVING, TX",0,0,1,1255.63,0,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02353195076194,40.46088426621184
1984245,0022C00149000000,1914 B ST,"NEW YORK, NY",0,0,1,153.76,0,Residential,California-Kirkbride,6,25,1,25,1,1-9,-80.02037748832454,40.46027733053844
1984246,0045R00031000000,1111 ISLAND AVE,"IRVING, TX",0,0,1,2205.7,0,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02428693670664,40.46326889180394
1984247,0022B00135000000,MARVISTA ST,"PITTSBURGH, PA",0,0,1,164,1.37,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02618681723504,40.46148034201228
1984248,0022B00283000000,1262 KUNKLE AVE,"PITTSBURGH, PA",0,0,1,1399.59,0,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02542095404284,40.46019687010582
1984249,0022G00111000000,SAINT IVES ST,"PITTSBURGH, PA",0,0,1,20.98,0,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02268088011571,40.45969628623581
1984250,0022M00049000000,1532 MARQUIS WAY,"ATLANTA, GA",1307.54,0,1,1252.64,469.72,Residential,California-Kirkbride,1,25,1,25,1,1-21,-80.01757755014695,40.457495355909934
1984251,0022C00161000000,LAMONT ST,"PITTSBURGH, PA",402.18,0,1,402.18,0,Residential,California-Kirkbride,6,25,1,25,1,1-9,-80.02138121021765,40.46022960667528
1984252,0045R00094000000,BRIGHTON RD,"PITTSBURGH, PA",116.28,0,1,116.28,9.69,Residential,California-Kirkbride,6,25,1,25,1,1-9,-80.0203992555438,40.46263012303962
1984253,0022C00148000A00,1916 B ST,"NEW YORK, NY",0,0,1,153.76,0,Residential,California-Kirkbride,6,25,1,25,1,1-9,-80.02039103889415,40.460314836202734
1984254,0022H00231000000,BRIGHTON PL,"PITTSBURGH, PA",0,0,1,21.52,0,Residential,California-Kirkbride,6,25,1,25,1,1-21,-80.01772175904395,40.45842787268816
1984255,0045R00032000000,1109 ISLAND AVE,"PITTSBURGH, PA",0,0,1,2188.09,0,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02422185780306,40.46328082655752
1984256,0022M00042000000,BRIGHTON PL,"PITTSBURGH, PA",263.03,0,1,263.03,0,Residential,California-Kirkbride,1,25,1,25,1,1-21,-80.01730534341412,40.45748781210539
1984257,0022B00093000000,1324 MARVISTA ST,"PITTSBURGH, PA",480.31,0,1,480.31,40.02,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02743879703247,40.46169354962526
1984258,0022D00040000000,BRIGHTON RD,"PITTSBURGH, PA",57.18,0,1,1.15,0.09,Commercial,California-Kirkbride,6,25,1,25,1,1-9,-80.01900712895512,40.46068033903576
1984259,0045P00026000000,1214 COLFAX ST,"PITTSBURGH, PA",103.96,0,1,69.3,0,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02559175723174,40.46248591112212
1984260,0022B00198000000,1320 STRANMORE ST,"SUMMERLAND, CA",524.16,0,1,524.16,0,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02689253661529,40.46060787413971
1984261,0022M00036000000,BRIGHTON PL,"PITTSBURGH, PA",0,0,1,25.63,0,Residential,California-Kirkbride,1,25,1,25,1,1-21,-80.01729613952868,40.45713032250585
1984262,0045R00037000000,1105 ISLAND AVE,"PITTSBURGH, PA",0,0,1,548.76,0,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02386197653267,40.463345647889554
1984263,0045P00098000000,1233 ISLAND AVE,"ALLISON PARK, PA",0,0,1,972.08,259.21,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02634541411433,40.462813678786425
1984264,0022M00059000000,842 JACKSONIA ST,"PITTSBURGH, PA",0,0,1,1802.98,0,Industrial,California-Kirkbride,1,25,1,25,1,1-21,-80.01745148035134,40.45670101342199
1984265,0022B00267000000,1303 STRANMORE ST,"PITTSBURGH, PA",436.48,0,1,436.48,0,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02617354081688,40.46047698029904
1984266,0022M00039000000,1525 BRIGHTON RD,"PITTSBURGH, PA",0,0,1,2389.64,3006.84,Residential,California-Kirkbride,1,25,1,25,1,1-21,-80.01735503460415,40.457303430176815
1984267,0022G00198000000,955 LYSLE ST,"IRVING, TX",91.63,0,1,91.63,0,Residential,California-Kirkbride,6,25,1,25,1,1-9,-80.02101840334919,40.45922568769965
1984268,0022B00196000000,1306 CALIFORNIA AVE,"PITTSBURGH, PA",316.42,0,1,316.42,0,Residential,California-Kirkbride,6,21,1,21,1,1-9,-80.02708686903557,40.460690495389194
1984269,0033P00087000000,1038 BROWNSVILLE RD,"PITTSBURGH, PA",0,0,1,2310.07,0,Commercial,Carrick,4,29,4,29,3,4-12,-79.99149661560993,40.40551449586194
1984270,0094P00074000000,139 SPENCER AVE,"PHOENIX, AZ",1507.66,0,1,12.46,1.04,Residential,Carrick,4,29,4,29,3,4-15,-79.97704336169421,40.38678143069134
1984271,0137A00292000000,111 CLAUS AVE,"GREENVILLE, SC",0,0,1,1196.97,69.83,Residential,Carrick,4,29,4,29,3,4-23,-79.980094213786,40.38298147371022
1984272,0060C00377000000,142 LAUGHLIN AVE,"PITTSBURGH, PA",0,0,1,28.56,0.48,Residential,Carrick,4,29,4,29,3,4-12,-79.9873111971373,40.40407347901784
1984273,0060S00187000000,123 E AGNEW AVE,"CHESWICK, PA",0,0,1,563.75,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98525287199956,40.39588156971584
1984274,0095M00080000000,47 BECKS RUN RD,"PITTSBURGH, PA",954.91,0,1,25.05,0.83,Residential,Carrick,4,29,4,29,3,4-12,-79.98351273061311,40.389187931257965
1984275,0095G00087000000,109 PARKFIELD ST,"NEW YORK, NY",0,0,1,652.93,5.44,Residential,Carrick,4,29,4,29,3,4-23,-79.9876772452411,40.391131735700455
1984276,0095D00180000000,127 E WOODFORD AVE,"PITTSBURGH, PA",0,0,1,129.46,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98404593058198,40.39336760876055
1984277,0060R00228000000,1938 WESTMONT AVE,"PITTSBURGH, PA",442.94,0,1,496.03,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98798274518772,40.39441993301831
1984278,0059J00041000000,POPLARGROVE ST,"PITTSBURGH, PA",45.74,0,1,45.74,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98022079310476,40.398540031058886
1984279,0060R00118000000,119 NEWETT ST,"PITTSBURGH, PA",0,0,1,524.81,43.73,Residential,Carrick,4,29,4,29,3,4-23,-79.98993264210199,40.3966431817834
1984280,0060B00176000000,228 NOBLES LN,"PITTSBURGH, PA",0,0,1,350.56,0,Residential,Carrick,4,29,4,29,3,4-7,-79.99520165728741,40.40261402179068
1984281,0094B00091000000,KIRK AVE,"PITTSBURGH, PA",0,0,1,21.53,0,Residential,Carrick,4,29,4,29,3,4-15,-79.97752708233163,40.39310415267751
1984282,0060C00212000000,130 BIRMINGHAM AVE,"PITTSBURGH, PA",1686.82,0,1,1686.82,0,Residential,Carrick,4,29,4,29,3,4-12,-79.9870156719818,40.402076864648144
1984283,0059A00160000000,337 PARALLEL AVE,"SCOTTSDALE, AZ",0,0,1,399.99,36.66,Residential,Carrick,4,29,4,29,3,4-12,-79.98216286264602,40.40299938168224
1984284,0094B00089000000,503 KIRK AVE,"PITTSBURGH, PA",0,0,1,148.99,0,Residential,Carrick,4,29,4,29,3,4-15,-79.97755347340657,40.3929677205804
1984285,0060M00132000000,215 SPRUCEWOOD ST,"PITTSBURGH, PA",0,0,1,143.02,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98535286800718,40.39885638000769
1984286,0095L00124000000,2265 ALMONT ST,"PITTSBURGH, PA",0,0,1,1109.31,0,Residential,Carrick,4,29,4,29,3,4-23,-79.988561316815,40.389167747488806
1984287,0138C00028000000,506 MAYTIDE ST,"PITTSBURGH, PA",171.35,0,1,224.5,18.7,Residential,Carrick,4,32,4,32,3,4-23,-79.98870378598988,40.38447656142112
1984288,0060H00044000000,226 THE BOULEVARD,"PITTSBURGH, PA",1029.99,0,1,470.78,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98498634016569,40.40126652895116
